,Optimal Feature Selection and Deep Learning Ensembles Method for Emotion Recognition From Human Brain EEG Sensors,2017,"Mehmood, Du & Lee",IEEE Access,,"Chonbuk National University, Nanjing University of Posts and Telecommunications",10,,Classification of EEG signals,Monitoring,Affective,Emotion,Improve SOTA,Ensemble Method with DL and others to improve SOTA in EEG emotion classification,"Watching ""Emotional"" Images from IAPS database.",Using ensemble approach.,,Emotiv,No,Emotions,Internal Recordings,Private,21,14,128,368s x2 sessions / subject,,,"1) Artifact Removal (cites: Gómez-Herrero et al., 2006)
2) Filtering (cites: Widmann et al., 2012)
3) Epoching",Yes,"Hjorth parameters for different frequency ranges
+ ANOVA feature selection",Frequency-domain,N/M,,"EEGLAB
Matlab
WEKA","""Deep Learning""

(they don't even specify)",NS,"Ensemble: LDA, KNN, SVM, Naive/Bayes-Net, DT, RF, Deep Learning

They don't describe the DL model at all",N/M,Yes,"3 Hjorth params for each of the 5 frequencies
(?)",N/M,N/M,N/M,,,N/M,N/M,Pre-Training and Fine Tuning,N/M,N/M,N/M,N/M,No,N/M,,10-Fold CV,"Train: 9/10
Valid: 1/10",,Accuracy,accuracy,"SOTA Server
4 TITAN-X (Pascal)",,N/M,Accuracy: 76.62%,"Jirayucharoensak et al., 2014 (SAE): 46/50%
Chanel et al., 2006 (FDA, Naive Bayes): 72% 
Khalili et al., 2008 (LDA, KNN): 61%
Horlings et al., 2008 (SVM): 37/32% 
Jenke et al., 2014 (...): 45%
Yin et al., 2017 (SAE, Ensemble): 84/83%
Atkinson et al., 2016 (...): 73/73%",DL & Trad.,,N/M,"Comparatively, the proposed method performs better than existing emotion recognition methods. The proposed feature selection method OF obtained the best emotion recognition rates of 76.6% for Voting ensembles method. Based on our results, we conclude that optimal feature selection is a good choice for enhancing the performance of EEG-based emotion recognition.","To further improve emotion recognition performance, we need to explore additional feature combinations with more emotional classes in the arousal–valence domain.",No,N/A,No,"Not really a DL paper... They don't even describe their ""Deep Learning"" model. They just put it there as one of the methods of the ensemble...",,Yannick,[TBD],,Mehmood2017
,Converting Your Thoughts to Texts: Enabling Brain Typing via Deep Feature Learning of EEG Signals,2017,"Zhang, Yao, Sheng, Kanhere, Gu, Zhang",Arxiv,Yes,"University of New South Wales
Macquarie University
RMIT University",10,,Classification of EEG signals,BCI,Active,Motor imagery,Improve SOTA,Joint CNN & LSTM + AE for Motor Imagery (5 classes),"Motor Imagery (5 classes)
(see eegmmidb dataset)","EEG processing is time-consuming and depend on human expertise.
SOTA models achieve 70-80% which is not enough.
",,"1) N/M
2) Emotiv",No,Motor Imagery,"eegmmidb;
Internal Recordings",Public,"1) 10
2) 7","1) 64
2) 14","1) 160
2) 128","1) 28,000 samples / subject
2) 34,560 samples / subject",Offline and Online,,N/M,No,"Raw EEG
(None)",Raw EEG,N/M,,N/M,"CNN + LSTM + linear AE
+ XGB (classification)",Other,"CNN & LSTM are parallel, then combined for the AE then XGB classifier",CNN for Spatial and RNN for Sequential info,Yes,"1 x 64
(sample x channels)","LSTM: 6 layers
CNN: 2 Conv + 2 FC","ReLU, Sigmoid, tanh",L2,5,"eegmmidb: eye closed, left hand, right hand, both hands, both feet
emotiv: up arrow, down arrow, left arrow, right arrow, eye closed",5,N/M,Standard optimization,"LSTM & CNN: Adam
AE: RMSProp",Full table on optim params,7000,"N/M
(they have tried many config, manually I suppose)",N/M,"LSTM + CNN: Cross-Entropy
AE: MSE",Intra,N/M,"Train: 75%
Test: 25%",,"accuracy, precision, recall, F1 score, ROC curve, and AUC","accuracy, precision, recall, f1-score, ROC, AUC",N/M,,2000 s,"DS #1 - Accuracy: 0.955
DS #2 - Accuracy: 0.9427","Baselines: KNN, SVM, RF, LDA, AdaBoost, RNN, CNN
Externals: Almoari, Sun, Mohammad, Major, Shenoy, Tonic, Rashid, Ward, Sita, Pinheiro.
(all different papers, see Table IV)",DL & Trad.,N/M,N/M,"The classification accuracy of the public dataset (eegmmidb) is consistently higher than the local real-world dataset (emotiv). Our future work will focus on improving the accuracy in the person-independent scenario, wherein some subjects participate in the training and the rest of subjects involve in the testing.",N/M,Yes,GitHub,No,"Data Available here: https://drive.google.com/drive/folders/0B9MuJb6Xx2PIM0otakxuVHpkWkk
Code also available - Should try to reproduce!",,Yannick,Hubert,,Zhang2017g
,Emotion Recognition based on EEG using LSTM Recurrent Neural Network,2017,"Alhagry, Fahmy & El-Khoribi",International Journal of Advanced Computer Science and Applications (IJACSA),,Cairo University,,,Classification of EEG signals,Monitoring,Affective,Emotion,"Improve SOTA: Using LSTM on raw EEG to classify emotions (arousal, valence, liking)",,"Emotion Classification on DEAP 
(Like or Dislike video)",,,[see DEAP Dataset],No,Raw EEG,DEAP,Public,32,32,512,N/M*,,,"1) Downsampled to 128Hz  (in the dataset)
2) Re-reference to Common Average  (in the dataset)
3) Eye Artifacts Removed  (in the dataset)
4) High-Pass Filter [freq not mentioned]",,"Raw EEG
(None)",Raw EEG,,,"Keras, TensorFlow",LSTM,RNN,AF: ReLU and Sigmoid,,Yes,"5s segments x 32 channels
(672 x 32)","2 LSTM Layers (64,32) + 1 Dropout (0.2) + 1 FC",,,,,3 Classes,5534113,,"RMSProp, LR:0.001",,,,No,N/M*,,"4-Fold Cross-Validation
Train: 75%
Test: 25%",,,Average Accuracy,accuracy,,,N/M*," Arousal: 85.65%
Valence: 85.45%
Liking: 87.99%","Traditional pipelines
Koelstra et al., [2]: 62 | 56 | 55 %
Atkinson ... [3]: 73 | 73 | - %
Yoon and Chung [6]: 70 | 70 | - %  
Naser and Saha [7]: 66 | 64 | 70 %  
proposed method: 86 | 85 | 88 %",Traditional pipeline,,,"Results show that the proposed method is a very promising choice for emotion recognition, because of its powerful ability to learn features from raw data directly. 
It achieves high average accuracy over participants compared to the traditional feature extraction techniques.",,No,N/A,No,N/M*,,Yannick,[TBD],,Alhagry2017
,Intent Recognition in Smart Living Through Deep Recurrent Neural Networks,2017,"Zhang, Yao, Huang, Sheng & Wang",International Conference on Neural Information Processing (ICONIP),Yes,"University of New South Wales, AU
Macquarie University, AU
Singapore Management University, Singapore",11,,Classification of EEG signals,BCI,Active,Motor imagery,Improve SOTA: Using LSTM on multiclass BCI,"Using LSTM on multiclass BCI open dataset
Use hyperparameter fine-tuning method","Motor Imagery
(see eegmmidb dataset)",Explore multiclass as opposed to binary classification like many others. BCI at home will be multiclasses.,,"N/M
(check eegmmidb dataset)",No,Intent / Motor Imagery,eegmmidb,Public,10,64,160,"28,000 samples / subject",,,None,,"Raw EEG
(None)",Raw EEG,N/A,,N/M,LSTM,RNN,N/A,N/M,Yes,"64 channels x ?
(not clear...)",5,Sigmoid,L2,,,"5 Classes
(the format isn't clear)",N/M,N/M,Adam,"LR: 0.004
Lambda: 0.005",N/M,Orthogonal Array (OA) experiment method,N/M,Cross-Entropy,,N/M,"Train: 75%
Test: 25%",,"Accuracy
Recall
F1 Score
AUC","accuracy, recall, f1-score, AUC",N/M,,N/M,"Accuracy: 0.9545 
Recall:      0.9228 
F1:            0.9382 
AUC:        0.9985","Almoari [2] 0.7497, Sun [13] 0.65, Major [4] 0.68, Shenoy [12] 0.8206, Tolic [16] 0.6821, Ward [19] 0.8, Pinheiro [10] 0.8505 
KNN (k=3) 0.8369, SVM 0.5082, RF 0.7739, LDA 0.5127, AdaBoost 0.3431, CNN 0.8409",DL & Trad.,,N/M,"To achieve optimal recognition accuracy, we employ OA to op- timize the hyper-parameters. In this paper, we select five most common hyper-parameters including λ (the coefficient of L2 norm), lr (learning rate), Ki(the hid- den layer nodes size), I (the number of layers), and nb (the number of batches).",N/A,Yes,Website,No,"Great results (too good to be true?)
Need to reproduce. The code is suposed to be available!",,Yannick,[TBD],,Zhang2017d
,Deep Recurrent Neural Networks for seizure detection and early seizure detection systems,2017,Talathi,Arxiv,Yes,Lawrence Livermore National Lab,,,Classification of EEG signals,Clinical,Epilepsy,Detection,Improve SOTA: Using RNN for early seizure dectection,Using GRU-RNN for early seizure detection,"Resting State, Eyes Open, Eyes Closed, Seizures.",Using available data to test RNNs for seizure detection.,,N/M,No,Seizures,Bonn University,Public,15,1,173.6,N/M*,,,None (see dataset preprocessing steps),,"Raw EEG
(None)",Raw EEG,N/A,,Keras,"GRU
(RNN)",RNN,GRU -> FC -> GRU,"GRU for RNN long-term dependencies, but control the vanishing gradient",Yes,"51 x 80 x 1
(51 EEG sub-segment x 80 values x 1 channel)","GRU: 2
FC: 1",N/M,N/M,,,"3
(Logistic Regression with Softmax)","In the order of 100,000","(1) We train the RNN in stateful-mode*.
(2) Rescaling the learning rate by factor 0.1 at each 100th epoch",Adam,LR: 0.01,N/M,N/M,N/M,N/M,,N/M,"Train: 50%
Test: 50%",,Accuracy,accuracy,N/M,,N/M,"98% Accuracy within the first 5 sec
(3 classes: Healthy vs Ictal vs InterIctal)","They mentioned (A. T. Tzallas et al., 2007) getting 98% accuracy (ANN).",Traditional pipeline,,-,This findings offers a strong support to the utility of GRU-RNN model for use in early-seizure detection system that can be extremely useful for developing closed loop seizure control systems where timely intervention can be leveraged to abate seizure progression,-,No,N/A,No,-,,Yannick,[TBD],,Talathi2017
,DeepSleepNet: a Model for Automatic Sleep Stage Scoring based on Raw Single-Channel EEG,2017,"Supratak, Dong, Wu & Guo",Arxiv,Yes,Imperial College London,11,,Classification of EEG signals,Clinical,Sleep,Staging,Improve SOTA: Using CNN+LSTM for Sleep Stage Scoring from Raw EEG,Combining CNN + LSTM for Raw EEG and testing it on 2 different existing datasets,Sleep,Using RNN (LSTM) to capture time depencies in sleep stages.,,"N/M
(see dataset paper)",No,Sleep Stages,"MASS;
Sleep EDF",Public,"1) 62
2) 20","1) 20
2) 2","1) 256
2) 100","1) 58600
2) 41950",,,"1) Notch filter: 60Hz
2) Band-pass filter: 0.30 - 100Hz",No,"Raw EEG
(None)",Raw EEG,N/M,,"TensorLayer
eTRIKS",CNN + bi-LSTM,CNN+RNN,"1D Conv, Batch Norm, Max Pooling","First part is representation learning, which can be trained to learn filters to extract time-invariant features from each of raw single-channel EEG epochs. The second part is sequence residual learning, which can be trained to encode the temporal information.",Yes,"30s EEG Epoch
(2 diff sampling freq)","2 CNN
2 bi-LSTM",ReLU,"L2
Dropout (50%)",,,"5 Sleep Stages
(Softmax)",N/M,"The two-step training algorithm (their technique) to prevent from suffering from class imbalance.
The algorithm first pre-trains the representation learning part of the model and then fine-tunes the whole model using two different learning rates.",Adam,"LR: 0.0001
b1: 0.9
b2: 0.999",100,N/M,"Oversampling to balance classes
(duplicating minority sleep stages)",Cross-Entropy,,"k-Fold CV
1) 31-Fold 
2) 20-Fold",N/M,,"Precision (PR)
Recall (RE)
F1-score (F1)
macro-averaging F1-score (MF1)
Accuracy (ACC)
Cohen’s Kappa coefficient (κ)","precision, recall, f1-score, macro-averaging f1-score, accuracy, Cohen's kappa","NVIDIA
GeForce GTX980",,The training time for each validation fold was approximately 3 hours on each node,"Sleep EDF - Acc: 82.0 
Sleep EDF - MF1: 76.9
Sleep EDF - k: 0.76 

MASS - Acc: 86.2
MASS - MF1: 81.7
MASS - k: 0.80","Traditional pipelines & DL
Sleep EDF: Y.-L. Hsu et al., 2013
Sleep EDF: R. Sharma et al., 2017
Sleep EDF: A. R. Hassan et al., 2017
Sleep EDF: O. Tsinalis et al., 2016a
Sleep EDF: O. Tsinalis et al., 2016b

MASS: H. Dong et al., 2016",DL & Trad.,,"Yes (read paper for more info)
We found several memory cells of the forward LSTMs that were interpretable. For instance, several cells were keeping track of the wakefulness or the sleep onset, which reset their values to positive numbers (i.e., active) when a subject was in the stage W or N1 respectively.","It achieved similar overall accuracy and macro F1-score compared to the state-of-the-art hand-engineering methods on both the MASS and Sleep-EDF datasets, which have different properties such as sampling rate and scoring standards (AASM and R&K).",N/M,Yes,GitHub,No,"Interesting architecture with code on github! <3
Results are average. On par with others.",,Yannick,[TBD],,Supratak2017
,Mixed Neural Network Approach for Temporal Sleep Stage Classification,2017,"Dong, Supratak, Pan, Wu, Matthews & Guo",IEEE Transaction on Neural Systems and Rehabilitation Engineering,Yes,Imperial College London,11,,Classification of EEG signals,Clinical,Sleep,Staging,Improve SOTA: Using Mixed NN on 1 channel EEG for Sleep Stage Scoring,Combining MLP + LSTM on 1-Channel Raw EEG from an existing (open) dataset,Sleep,"Using RNN (LSTM) to capture time depencies in sleep stages and using a single, frontal (skin) electrode.",,"N/M
(see dataset paper)",No,Sleep Stages,MASS,Public,62,"1
(out of 20)",256,494 hours,,,"N/M
Seems to directly do SFTF for freq features",No,PSD Features,Frequency-domain,N/M,,Theano,"Mixed NN (MNN)
MLP + LSTM",RNN,N/M,"Our MNN is composed of a rectifier neural network which suitable for detecting naturally sparse patterns [18], and a long short-term memory (LSTM) for detection of temporally sequential patterns [19]",Yes,30s EEG Epoch PSD,"MLP: [2,5]
LSTM: 1 (200-1000)",ReLU,Dropout,,,"5 Sleep Stages
(Softmax)",N/M,N/M,SGD,"LR: 0.01
Momentum: 0.9
no weight decay",500,Manual fine tune,Oversampling to balance classes,Cross-Entropy,,31-Fold CV,N/M,,"Macro F1-score (MF1)
Accuracy (ACC)
Recall (RE)
Precision (PR)","macro f1-score, accuracy, recall, precision",NVIDIA 630,,2 days,"MF1: 80.50
ACC: 85.92","SVM: 75.01 | 79.70 (best with sequence 2) 
RF: 72.44 | 81.67 (best with sequence 3) 
MLP: 77.23 | 81.43 (best with sequence 4) 
",Traditional pipeline,,N/M,"(1) In terms of convenience, wearing the F4 channel near the hair line is imperfect. Other frontal EEG channels such as Fp2 and Fpz are easier to wear, but these channels have lesser information about stage W, N1, N2 and N3. (2) In our experiment, we tried to add fully connected layers between LSTM and softmax, and vary their hidden sizes, but no improvement was found.","Less inofrmation in low frontal (skin) channels
(They've identified 3 challenges)
Challenge 1. Heterogeneity
Challenge 2. Temporal Pattern Recognition
Challenge 3. Comfort",No,N/A,No,Should be reproducible. Data open and architecture rather simple / vanilla,,Yannick,[TBD],,dong2018mixed
,SLEEPNET: Automated Sleep Staging System via Deep Learning,2017,"Biswal, Kulas, Sun, Goparaju, Westover, Bianchi & Sun",Arxiv,Yes,"Georgia Institute of Technology
Nanyang Technological University
Massachusetts General Hospital",17,,Classification of EEG signals,Clinical,Sleep,Staging,"Improve SOTA: Using CNN, RNN, CRNN for Sleep Stage Scoring","Trying CNN, LSTM, RCNN on 10,000 subjects on Raw EEG, Expert Feature Set and Freq Bands for Sleep Stage Scoring",Sleep,"Leveraging huge dataset (3.2TB) of 10,000 subjects to apply deep learning",,N/M,No,Sleep Stages,Internal Recordings,Private,10000,6,200,"80000 hours
(3.2TB of data!)",,,None,No,"3 Sets of Features:

1) Raw EEG
2) Experts Defined Features
3) Spectrogram",Combination,N/M,,"Tensorflow
CUDA 8.0","1) CNN
2) RNN
3) RCNN",CNN+RNN,"1) CNN: 1D Conv for Raw EEG / 2D Conv for Freq Features
2) RNN: Look back steps in RNN : [3,5,10,20,30]","By combining a RNN with CNN, we can have a hybrid model, namely, Recurrent-Convolutional Neural Networks (RCNN), which is able to extract features present in a spectrogram and preserve the long-term temporal relationship present in the EEG data",No,"30s EEG Epoch
(depending on feature set)

",RNN: 5 LSTM (1000),ReLU,Dropout,,,5 Classes,N/M,N/M,N/M,LR: [0.01 - 0.00001],N/M,"We performed 50 iterations of random search over a set of parameter choices for hyper-parameter
tuning",N/M,Categorical Cross-Entropy,,N/M,"Train: 8700 patients
Valid: 300 patients
Test: 1000 patients",,"Accuracy
Cohen's Kappa","accuracy, Cohen's kappa","Intel Xeon E5-2640, 256GB RAM, 
four Nvidia Titan X",,between 40 -100 min,"[RNN] - Expert Defined Features: [Acc] 85.76 |  79.46 [k]
 [RNN] - Spectrogram Features: [Acc] 79.21 | 73.83 [k]
[RNN] - Waveform Features: [Acc] 79.46 | 72.46 [k]  
---
[RCNN] - Expert Defined Features: [Acc] 81.67 |  76.38 [k]
 [RCNN] - Spectrogram Features: [Acc] 81.47 |  74.37 [k]
[RCNN] - Waveform Features: [Acc] 79.81 | 73.52 [k]  ","Logistic Regression
Tree Boosting
MLP
CNN
RNN
RCNN",DL & Trad.,,We evaluate model performance with different look-back steps in RNN. Figure 8a shows that performance of the model increases as the number of lookback steps. This indicates that long-term temporal dependency does help improving sleep stage classification.,"On 1000 held-out testing patients, the best performing algorithm achieved an expert-algorithm level of inter-rater agreement of 85.76% with Kappa value 79.46%, exceeding previously reported levels of expert-expert inter-rater agreement for sleep EEG staging.",N/M,No,N/A,No,3.2 TB of data!!! ,,Yannick,[TBD],,Biswal2017
,MindID: Person Identification from Brain Waves through Attention-based Recurrent Neural Network,2017,"Zhang, Yao, Kanhere, Liu, Gu & Chen",Arxiv,Yes,"University of New South Wales, Australia
Tsinghua University
RMIT University, Australia",20,,Classification of EEG signals,Personal trait/attribute,Person identification,,Improve SOTA: EEG for Person Identification,Use RNN on EEG for Person Indentification,"3 Different Datasets.
(they claim that Delta has the most personal info)",The DL motivation is not clear. They want to improve SOTA.,,"1) Emotiv
2) N/M
3) N/M",No,Delta Band*,"Internal Recordings;
eegmmidb",Both,"1) 8
2) 8
3) 8","1) 14
2) 14
3) 64","1) 128Hz
2) 128Hz
3) 160Hz","1) 168,000 Samples
2) 56,000 Samples
3) 56,000 Samples",,,"1) Remove DC Offset (substract)
2) Band-Pass Filter: 0.5 - 4Hz  (using only Delta)",No,Delta Band,Frequency-domain,z-score,,Matlab,"Attention-based Encoder-Decoder RNN
+ XGB Classifier",RNN,"Encoder, Decoder, Attention Module
+ XGB Classifier",N/M,Yes,"1x14 
Delta Bands / Channel

(not clear about the dimensionality)","Encoder: 
3 FC (164) + 1 LSTM (164)

Decoder:
1 FC (164)",N/M,L2,,,"8

One-Hot Label
(ID - 8 Subjects)",N/M,N/M,Adam,LR: ,"21,000 samples

(?)",N/M,N/M,Cross-Entropy,,N/M,"Test/All Samples

DS #1: 21,000 / 168000 
DS #2: 7000 / 56000
DS #3: 7000 / 56000",,"Precision
Recall
F1-Score","precision, recall, f1-score","Nvidia Titan X Pascal
768G memory 
145 TB PCIe SSD",,N/M,"Precision | Recall | F1-Score
DS #1: 0.982 | 0.982 | 0.982
DS #2: 0.988 | 0.988 | 0.988
DS #3: 0.999 | 0.999 | 0.999","SVM, RF, KNN, AdaBoost, LDA, XGB, RNN",DL & Trad.,,N/M,"Moreover, the pre-trained model should be updated for a period of time since the user’s EEG data is gradually changed with the environmental factors such as age, mental state, and living style. One of our future work is to develop an online learning system which is enabled to automatically update the training dataset based on the testing data which is collected during the operating period.","Limited by the local experimental conditions, our study only gathered EEG data from 8 subjects with few trials. The dataset is only divided into two categories (Multi and Single), which is not enough to explore the change trend of the identification accuracy with the increase of data trials.",Yes,GDrive,Yes,"Code + Data available... Should be reproducible!
Very high results on an 8 class problem. 
Based only on Delta band...
Same group as DeepKey",,Yannick,[TBD],,Zhang2017e
,DeepKey: An EEG and Gait Based Dual-Authentication System,2017,"Zhang, Yao, Chen, Wang, Sheng & Gu",Arxiv,Yes,"University of New SouthWales
Macquarie University
RMIT University",20,,Classification of EEG signals,Personal trait/attribute,Person identification,,Improve SOTA: EEG for Person Identification,Use AR+RNN+SVM on EEG+Gait for Person Identification,"Motor Imagery
(see eegmmidb dataset)

+ Gait (PAMAP2 dataset)",The DL motivation is not clear. They want to improve SOTA.,,BCI2000 Instruments,No,Raw EEG,eegmmidb,Public,8,64,160,"1,200",,,None (AR),No,Raw EEG,Raw EEG,N/M,,N/M,AR + RNN + SVM,RNN,N/M,"AR for pre-processing, RNN for feature extracting, and SVM for classification. Auto-regressive Coefficients (AR) is one of the most widely used pre-processing methods on EEG data",Yes,"150x13x64
(150 segments, 13 coefficients (AR), 64 features/nodes)",5 RNN (64),N/M,L2,,,"8

One-Hot Label
(ID - 8 Subjects)",N/M,N/M,Adam,lambda is set as 0.004 while learning rate is set as 0.005,"8 mini-batch with the shape of [150, 13, 64]",Orthogonal Array Experiment Method,N/M,Log Loss Function,,N/M,"7:1

Train:Test",,Accuracy,accuracy,N/M,,N/M,"Highest Accuracy: 0.9841

Gait: 0.999
Combined: 0.983 ","[45]: PSD + cross-correlation values, [8]: Customized Threshold, [17]: Low-pass filter+wavelets+ ANN, [3]: Bandpass FIR filter +ECOC + SVM, [44]: IAF + delta band EEG + Cross-correlation & mahalobonis, [22]: CSP +LDA, [23]: AR + SVM",Traditional pipeline,,N/M,"The Gait Identification Model adopts a 7-layer deep learning model to process gait data and classify subjects’ IDs, achieving an accuracy of 0.999. The EEG Identification Model combines three components (auto-regressive coefficients, the RNN structure, and an SVM classifier) and achieves the accuracy of 0.9841 on a public dataset. Overall, the DeepKey authentication system obtains a FAR of 0 and a FRR of 0.019.",N/M,Yes,GitHub,No,"Code + Data available... Should be reproducible!
Very high results on an 8 class problem. 
Same group as MindID.
** Only the EEG part is reported. Not gait",,Yannick,[TBD],,Zhang2017c
,Multi-Person Brain Activity Recognition via Comprehensive EEG Signal Analysis,2017,"Zhang, Yao, Zhang, Wang, Sheng, Gu",Arxiv,Yes,"University of New South Wales, Australia
Singapore Management University
Macquarie University, Australia
RMIT University, Australia",10,,Classification of EEG signals,BCI,Active,Motor imagery,Improve SOTA,Use AE + XGB for BCI-MI 5 classes (eegmmidb + internal recordings),"Motor Imagery
(see eegmmidb dataset)","Deep learning should be able to generalize better across subjects and across classes, instead of binary classif.",,BCI2000 Instruments,No,Motor Imagery,eegmmidb,Public,20,64,160,"560,000 samples",,,N/M,No,"Raw EEG
(None)",Raw EEG,z-score,,N/M,"AE 
+ XGB Classifier",AE,"Encoder, Decoder + XGB Classifier",N/M,Yes,"64x??

Channels x Raw EEG time window","1 (64)

Input - Encoder - Decoder - Classifier (XGB)",N/M,L2,,,5,N/M,N/M,RMSProp,LR: 0.01,"There are 9 mini-batches and the batch size is 17,280.",N/M,N/M,MSE,,N/M,"Train: 532,000
Test: 28,000",,"Accuracy
Precision
Recall
F1-Score
ROC
AUC","accuracy, precision, recall, f1-score, ROC, AUC","Nvidia Titan X Pascal
768G memory 
145 TB PCIe SSD",,See charts,"Accuracy: 0.794
Precision: 0.7991
Recall: 0.781
F1 score: 0.7883
AUC: 0.9456","SVM, RNN, LDA, RNN+SVM, CNN, DT, AdaBoost, RF

XGBoost, PCA+XGBoost, PCA+AE+XGBoost, EIG+AE+XGBoost, EIG+PCA+XGBoost, DWT+XGBoost, SAE+XGBoost, AE+XGBoost",DL & Trad.,,N/M,"As part of our future work, we will build multi-view model of multi-class EEG signals to improve the classification performance. In particular, we plan to establish multiple models with each single model dealing with a single class. Following this philosophy, the correlation between test sample and each model can be calculated in the test stage and the sample can be classified to the class with minimum correlation coefficient.",N/M,No,N/A,No,"They also did it on an Emotiv internal experiment that they've been using a couple of papers now.
It would be interesting to get that dataset and reproduce results!",,Yannick,[TBD],,Zhang2017a
,Neurology-as-a-Service for the Developing World,2017,"Dharamsi, Das, Pedapati, Bramble, Muthusamy, Samulowitz, Varshney, Rajamanickam, Thomas & Dauwels",Arxiv,Yes,"IBM Research AI
Nanyang Technological University",5,,Classification of EEG signals,BCI,Active,Motor imagery,Improve SOTA: Use DL on the Cloud,Use DL on the Cloud for developing countries. Starting with a BCI Tasks (MI),"MI: Feet and Hands, real / imagined.",To develop neurology-as-a-service to learn features automatically from the data. This would help developing countries,,"N/M
(see EEG-MMIDB paper)",No,Motor Imagery,eegmmidb,Public,103,64,160,1500 trials / subject,,,"1) Bandpass: 3 - 30Hz
2) Generate Spectrogram: Hanning window & NFFT (128)","No
(mention it, but only filters)",Spectrograms,Frequency-domain,N/A,,"N/M
(Cloud)",CNN,CNN,N/M,N/M,No,"3D
(channels x freq x time)","[1-3 3D CNN]
[0-2 FC]",N/M,Dropout,,,N/M,N/M,N/M,(hyperparameters are automatically fine-tuned using an optimizer),LR: 0.001,N/M,Random Optimizer,N/M,N/M,,N/M,"7:3
Train:Test",,Accuracy,accuracy,"N/M
(Cloud)",,N/M,Best accuracy: 63.4%,PCA-SVM,Traditional pipeline,,N/M,"As part of our next steps, we plan to use this framework on a dataset aimed at classification of epileptic seizures and/or pathological/normal EEG. We would also like to see how the framework performs using other hyperparameter optimization techniques including Bayesian optimization.",N/M,No,N/A,No,Nothing really new... DL with CNN on the cloud from eegmmidb,,Yannick,[TBD],,Dharamsi2017
,Deep Architectures for Automated Seizure Detection in Scalp EEGs,2017,"Golmohammadi, Ziyabari, Shah, de Diego, Obeid, Picone",Arxiv,Yes,"Neural Engineering Data Consortium, Temple University",8,,Classification of EEG signals,Clinical,Epilepsy,Detection,Improve SOTA: Comparing different deep architectures,"Compare HMM+sAE, HMM+LSTM, IPCA+LSTM, CNN+MLP, CNN+LSTM","Ongoing EEG recording, with and without seizures.",With big EEG corpus now available we can explore deep learning.,,"1) Natus EEG Equipment 
2) Nihon Kohden",No,Seizures,"TUH;
Duke Seizure Corpus",Both,"1) Train: 64 
1) Eval: 50
2) Eval: 45","1) 22
2) ? (see ds paper)","1) 250
2) ? (see ds paper)",(see ds papers),,,N/M,,LFCCs + First & Second Derivative of LFCCs,Other,N/A,,N/M,"1) HMM + sAE
2) HMM + LSTM
3) IPCA + LSTM
4) CNN + MLP
5) CNN + LSTM",CNN+RNN,2D Conv Layers -> Flatten -> 1D Conv Layer -> LSTM (output 1s data) -> LSTM -> 2-way sigmoid,"They tried different architectures trying to capture Spatio-Temporal information.
They also use Time-Freq Features, 
not raw EEG as is.",Yes,"210 @ 22 x 26 x 1
(Frames @ Channels * Features * 1)

(to be reviewed)","3x 2D CNN 
+ 1x 1D FC CNN
+ 2x Bi-LSTM
(CNN + LSTM)
(see paper for others)",ELU,Dropout,,,2-way Sigmoid,N/M,"Trained + Eval on TUSZ and 
only Eval on DUSZ",Adam,N/M,N/M,N/M,N/M,MSE,,N/M,N/M,,"Sensitivity
Specificity","sensitivity, specificity",N/M,,N/M,"CNN + LSTM gave the best results.

TUSZ   -   Sensitivity: 30.83%   |   Specificity: 96.86%
DUSZ   -   Sensitivity: 33.71%   |   Specificity: 70.72%","HMM + Gaussian mixture + AE
They compared 7 Optimizer Methods. (e.g. Adam, SGD, etc.)
They compared 6 Activation Functions. (e.g. Tanh, Sigmoid, etc.)
CNN + LSTM, Adam, ELU is the best combinaison",DL,,N/M,This is a significant finding because the Duke corpus was collected with different instrumentation and at different hospitals. Our work shows that deep learning architectures that integrate spatial and temporal contexts are critical to achieving state of the art performance and will enable a new generation of clinically-acceptable technology.,Access to labeled data and $ to label the data and make it public.,No,N/A,Yes,"I love these guys' architecture graphs! They have one for all of their difference approaches!

If only they'd have their code open source, they'd be stealing the show!",,Yannick,[TBD],,Golmohammadi2017a
